assignment_id,borrower_id,product_id,relationship_manager_id,start_date,end_date
1756,958,PRD012,5505,2024-01-01,
1757,959,PRD019,3478,2016-12-31,
1758,959,PRD019,4004,2003-01-01,2016-12-30
1759,960,PRD008,1726,2020-12-31,
1760,960,PRD008,2871,2014-01-01,2020-12-30
1761,961,PRD014,1304,2024-01-01,
1762,961,PRD014,1886,2023-01-01,2023-12-31
1763,962,PRD012,4923,2022-01-01,
1764,962,PRD012,2752,2020-12-31,2021-12-31
1765,963,PRD019,272,2014-01-01,
1766,963,PRD019,2853,2001-12-31,2013-12-31
1767,964,PRD015,4710,2023-01-01,
1768,964,PRD015,2869,2009-12-31,2022-12-31
1769,965,PRD002,1653,2020-01-01,
1770,965,PRD002,5636,2019-01-01,2019-12-31
1771,966,PRD003,2001,2020-12-31,
1772,966,PRD003,4788,2020-01-01,2020-12-30
1773,967,PRD008,5733,2016-12-31,
1774,967,PRD008,1909,2015-01-01,2016-12-30
1775,968,PRD026,1523,2024-01-01,
1776,968,PRD026,2895,2023-01-01,2023-12-31
1777,969,PRD007,2043,2016-12-31,
1778,970,PRD023,931,2014-01-01,
1779,970,PRD023,2199,2012-12-31,2013-12-31
1780,971,PRD012,2584,2024-01-01,
1781,972,PRD006,1855,2016-01-01,
1782,972,PRD006,3402,2014-01-01,2015-12-31
1783,973,PRD020,2731,2016-12-31,
1784,973,PRD020,3527,2015-01-01,2016-12-30
1785,974,PRD003,5558,2024-01-01,
1786,974,PRD003,363,2016-01-01,2023-12-31
1787,975,PRD001,5572,2016-01-01,
1788,975,PRD001,5225,2014-01-01,2015-12-31
1789,976,PRD007,46,2023-01-01,
1790,976,PRD007,225,2022-01-01,2022-12-31
1791,977,PRD007,3943,2016-12-31,
1792,977,PRD007,4288,2014-01-01,2016-12-30
1793,978,PRD008,1556,2022-01-01,
1794,978,PRD008,1534,2019-01-01,2021-12-31
1795,979,PRD020,3666,2015-01-01,
1796,979,PRD020,950,2012-12-31,2014-12-31
1797,980,PRD020,1168,2024-01-01,
1798,980,PRD020,2883,2023-01-01,2023-12-31
1799,981,PRD023,3125,2016-12-31,
1800,981,PRD023,3973,2016-01-01,2016-12-30
1801,982,PRD004,1252,2024-01-01,
1802,982,PRD004,2682,2023-01-01,2023-12-31
1803,983,PRD002,3273,2022-01-01,
1804,984,PRD006,4205,2016-01-01,
1805,984,PRD006,736,2012-01-01,2015-12-31
1806,985,PRD007,4466,2016-12-31,
1807,985,PRD007,2669,2014-01-01,2016-12-30
1808,986,PRD014,1620,2020-01-01,
1809,986,PRD014,962,2019-01-01,2019-12-31
1810,987,PRD012,5565,2016-12-31,
1811,988,PRD007,5695,2022-01-01,
1812,988,PRD007,533,2017-12-31,2021-12-31
1813,989,PRD015,4341,2011-01-01,
1814,989,PRD015,1951,2006-01-01,2010-12-31
1815,990,PRD004,5405,2024-01-01,
1816,990,PRD004,1127,2023-01-01,2023-12-31
1817,991,PRD014,4010,2024-01-01,
1818,991,PRD014,2395,2023-01-01,2023-12-31
1819,992,PRD001,2825,2017-12-31,
1820,992,PRD001,2901,1990-01-01,2017-12-30
1821,993,PRD020,1580,2020-01-01,
1822,993,PRD020,5147,2017-12-31,2019-12-31
1823,994,PRD015,4740,2016-12-31,
1824,994,PRD015,554,2011-01-01,2016-12-30
1825,995,PRD004,3579,2016-12-31,
1826,995,PRD004,2251,2014-01-01,2016-12-30
1827,996,PRD007,966,2020-01-01,
1828,996,PRD007,1688,2019-01-01,2019-12-31
1829,997,PRD002,994,2015-01-01,
1830,997,PRD002,552,2014-01-01,2014-12-31
1831,998,PRD004,5137,2022-01-01,
1832,998,PRD004,3073,2020-12-31,2021-12-31
1833,999,PRD023,2139,2015-01-01,
1834,999,PRD023,2612,2004-12-31,2014-12-31
1835,1000,PRD018,5018,2015-01-01,
1836,1000,PRD018,3620,2004-12-31,2014-12-31
1837,1001,PRD015,5269,2022-01-01,
1838,1002,PRD008,914,2022-01-01,
1839,1003,PRD002,981,2024-01-01,
1840,1003,PRD002,3829,2023-01-01,2023-12-31
1841,1004,PRD004,2144,2024-01-01,
1842,1004,PRD004,4719,2023-01-01,2023-12-31
1843,1005,PRD011,797,2016-01-01,
1844,1005,PRD011,972,2015-01-01,2015-12-31
1845,1006,PRD010,4587,2016-12-31,
1846,1006,PRD010,2150,2015-01-01,2016-12-30
1847,1007,PRD001,2764,2014-01-01,
1848,1007,PRD001,524,2001-12-31,2013-12-31
1849,1008,PRD001,5697,2011-01-01,
1850,1008,PRD001,1095,2007-01-01,2010-12-31
1851,1009,PRD002,4364,2022-01-01,
1852,1009,PRD002,4537,2020-12-31,2021-12-31
1853,1010,PRD007,518,2020-12-31,
1854,1010,PRD007,3332,2020-01-01,2020-12-30
1855,1011,PRD020,5349,2016-12-31,
1856,1011,PRD020,745,2015-01-01,2016-12-30
1857,1012,PRD021,1859,2016-12-31,
1858,1012,PRD021,1841,2015-01-01,2016-12-30
1859,1013,PRD008,2936,2024-01-01,
1860,1013,PRD008,4628,2023-01-01,2023-12-31
1861,1014,PRD010,4766,2014-01-01,
1862,1014,PRD010,1766,2012-12-31,2013-12-31
1863,1015,PRD011,4775,2020-01-01,
1864,1015,PRD011,847,2019-01-01,2019-12-31
1865,1016,PRD022,5055,2022-01-01,
1866,1016,PRD022,2347,2019-01-01,2021-12-31
1867,1017,PRD004,4235,2022-01-01,
1868,1017,PRD004,4094,2019-01-01,2021-12-31
1869,1018,PRD004,1331,2024-01-01,
1870,1019,PRD006,750,2022-01-01,
1871,1020,PRD003,1186,2012-12-31,
1872,1020,PRD003,931,2011-01-01,2012-12-30
1873,1021,PRD008,5436,2024-01-01,
1874,1021,PRD008,4262,2023-01-01,2023-12-31
1875,1022,PRD017,2987,2022-01-01,
1876,1023,PRD007,4957,2022-01-01,
1877,1024,PRD020,905,2016-01-01,
1878,1024,PRD020,4810,2011-01-01,2015-12-31
1879,1025,PRD015,829,2020-12-31,
1880,1025,PRD015,1927,2014-01-01,2020-12-30
1881,1026,PRD012,298,2024-01-01,
1882,1026,PRD012,1752,2023-01-01,2023-12-31
1883,1027,PRD012,729,2024-01-01,
1884,1027,PRD012,1832,2023-01-01,2023-12-31
1885,1028,PRD019,4834,2008-12-31,
1886,1028,PRD019,5001,1992-12-31,2008-12-30
1887,1029,PRD002,1477,2020-01-01,
1888,1029,PRD002,1420,2019-01-01,2019-12-31
1889,1030,PRD007,2748,2016-12-31,
1890,1031,PRD002,3938,2022-01-01,
1891,1031,PRD002,4367,2020-12-31,2021-12-31
1892,1032,PRD004,2923,2024-01-01,
1893,1032,PRD004,4947,2023-01-01,2023-12-31
1894,1033,PRD004,2252,2024-01-01,
1895,1033,PRD004,2256,2023-01-01,2023-12-31
1896,1034,PRD007,3391,2022-01-01,
1897,1034,PRD007,5242,2019-01-01,2021-12-31
1898,1035,PRD015,3633,2016-12-31,
1899,1035,PRD015,5089,2016-01-01,2016-12-30
1900,1036,PRD017,315,2023-01-01,
1901,1036,PRD017,3786,2014-01-01,2022-12-31
1902,1037,PRD023,1185,2009-12-31,
1903,1037,PRD023,3835,2007-01-01,2009-12-30
1904,1038,PRD011,2786,2024-01-01,
1905,1038,PRD011,3902,2023-01-01,2023-12-31
1906,1039,PRD008,5144,2016-12-31,
1907,1039,PRD008,2962,2016-01-01,2016-12-30
1908,1040,PRD002,4980,2024-01-01,
1909,1040,PRD002,1167,2023-01-01,2023-12-31
1910,1041,PRD007,3183,2016-01-01,
1911,1041,PRD007,1320,2012-12-31,2015-12-31
1912,1042,PRD004,4081,2016-12-31,
1913,1042,PRD004,2669,2014-01-01,2016-12-30
1914,1043,PRD002,857,2011-01-01,
1915,1043,PRD002,2045,2007-01-01,2010-12-31
1916,1044,PRD015,1608,2016-12-31,
1917,1044,PRD015,4011,2016-01-01,2016-12-30
1918,1045,PRD016,1719,2016-12-31,
1919,1045,PRD016,1917,2014-01-01,2016-12-30
1920,1046,PRD004,3008,2022-01-01,
1921,1046,PRD004,5249,2017-12-31,2021-12-31
1922,1047,PRD018,5085,2024-01-01,
1923,1047,PRD018,4952,2017-12-31,2023-12-31
1924,1048,PRD004,20,2016-12-31,
1925,1049,PRD002,2318,2017-12-31,
1926,1049,PRD002,2271,2015-01-01,2017-12-30
1927,1050,PRD007,5349,2023-01-01,
1928,1050,PRD007,4688,2019-01-01,2022-12-31
1929,1051,PRD008,2552,2015-01-01,
1930,1051,PRD008,4465,2014-01-01,2014-12-31
1931,1052,PRD004,3462,2020-12-31,
1932,1052,PRD004,1993,2020-01-01,2020-12-30
1933,1053,PRD007,458,2016-12-31,
1934,1053,PRD007,1796,2014-01-01,2016-12-30
1935,1054,PRD004,3918,2024-01-01,
1936,1054,PRD004,331,2023-01-01,2023-12-31
1937,1055,PRD004,4908,2022-01-01,
1938,1055,PRD004,5702,2020-12-31,2021-12-31
1939,1056,PRD002,3134,2022-01-01,
1940,1056,PRD002,2194,2020-12-31,2021-12-31
1941,1057,PRD007,3885,2022-01-01,
1942,1057,PRD007,1478,2017-12-31,2021-12-31
1943,1058,PRD007,5424,2023-01-01,
1944,1058,PRD007,5386,2019-01-01,2022-12-31
1945,1059,PRD001,4861,2012-01-01,
1946,1059,PRD001,2755,2011-01-01,2011-12-31
1947,1060,PRD015,4068,2009-12-31,
1948,1060,PRD015,4091,2001-12-31,2009-12-30
1949,1061,PRD020,3767,2016-12-31,
1950,1062,PRD004,1969,2016-12-31,
1951,1063,PRD003,5105,2016-12-31,
1952,1064,PRD015,331,2016-12-31,
1953,1064,PRD015,3990,2008-01-01,2016-12-30
1954,1065,PRD018,4225,2016-12-31,
1955,1066,PRD007,4665,2020-01-01,
1956,1066,PRD007,5207,2019-01-01,2019-12-31
1957,1067,PRD008,3690,2016-12-31,
1958,1068,PRD002,5236,2024-01-01,
1959,1068,PRD002,2705,2023-01-01,2023-12-31
1960,1069,PRD020,5446,2016-01-01,
1961,1069,PRD020,4132,2009-12-31,2015-12-31
1962,1070,PRD002,2785,2020-12-31,
1963,1070,PRD002,3352,2020-01-01,2020-12-30
1964,1071,PRD012,4321,2024-01-01,
1965,1071,PRD012,530,2023-01-01,2023-12-31
1966,1072,PRD023,936,2014-01-01,
1967,1072,PRD023,4938,2006-01-01,2013-12-31
1968,1073,PRD004,3632,2019-01-01,
1969,1073,PRD004,5598,2016-12-31,2018-12-31
1970,1074,PRD004,2982,2022-01-01,
1971,1075,PRD010,523,2012-12-31,
1972,1075,PRD010,3180,2009-12-31,2012-12-30
1973,1076,PRD002,3964,2020-12-31,
1974,1076,PRD002,5094,2020-01-01,2020-12-30
1975,1077,PRD018,5361,2024-01-01,
1976,1077,PRD018,5224,2023-01-01,2023-12-31
1977,1078,PRD004,1137,2022-01-01,
1978,1078,PRD004,4948,2020-12-31,2021-12-31
1979,1079,PRD003,2445,2020-12-31,
1980,1079,PRD003,2872,2019-01-01,2020-12-30
1981,1080,PRD004,4030,2024-01-01,
1982,1080,PRD004,564,2023-01-01,2023-12-31
1983,1081,PRD003,3317,2015-01-01,
1984,1081,PRD003,3100,2014-01-01,2014-12-31
1985,1082,PRD011,3033,2016-12-31,
1986,1083,PRD008,3773,2022-01-01,
1987,1084,PRD007,5042,2022-01-01,
1988,1084,PRD007,2049,2020-12-31,2021-12-31
1989,1085,PRD010,4936,2022-01-01,
1990,1086,PRD004,2864,2019-01-01,
1991,1086,PRD004,2900,2017-12-31,2018-12-31
1992,1087,PRD004,5028,2019-01-01,
1993,1087,PRD004,714,2017-12-31,2018-12-31
1994,1088,PRD007,445,2019-01-01,
1995,1088,PRD007,2937,2017-12-31,2018-12-31
1996,1089,PRD007,2706,2020-12-31,
1997,1089,PRD007,1340,2020-01-01,2020-12-30
1998,1090,PRD004,4710,2022-01-01,
1999,1090,PRD004,4748,2019-01-01,2021-12-31
2000,1091,PRD018,3805,2016-01-01,
2001,1091,PRD018,4868,2003-01-01,2015-12-31
2002,1092,PRD015,4942,2015-01-01,
2003,1092,PRD015,984,2014-01-01,2014-12-31
2004,1093,PRD003,155,2022-01-01,
2005,1093,PRD003,5047,2017-12-31,2021-12-31
2006,1094,PRD020,352,2024-01-01,
2007,1094,PRD020,1028,2023-01-01,2023-12-31
2008,1095,PRD007,273,2024-01-01,
2009,1095,PRD007,1801,2015-01-01,2023-12-31
2010,1096,PRD011,1759,2014-01-01,
2011,1096,PRD011,5045,2009-12-31,2013-12-31
2012,1097,PRD001,3838,2022-01-01,
2013,1097,PRD001,498,2020-12-31,2021-12-31
2014,1098,PRD002,4046,2024-01-01,
2015,1098,PRD002,5449,2023-01-01,2023-12-31
2016,1099,PRD016,4759,2016-01-01,
2017,1099,PRD016,2210,1993-12-31,2015-12-31
2018,1100,PRD007,686,2016-12-31,
2019,1101,PRD004,3652,2020-01-01,
2020,1101,PRD004,2706,2019-01-01,2019-12-31
2021,1102,PRD006,4099,2022-01-01,
2022,1102,PRD006,3192,2020-12-31,2021-12-31
2023,1103,PRD007,5088,2020-01-01,
2024,1103,PRD007,3948,2019-01-01,2019-12-31
2025,1104,PRD004,1972,2022-01-01,
2026,1105,PRD017,1203,2020-12-31,
2027,1105,PRD017,1223,2020-01-01,2020-12-30
2028,1106,PRD007,2109,2020-01-01,
2029,1106,PRD007,659,2019-01-01,2019-12-31
2030,1107,PRD007,5198,2019-01-01,
2031,1107,PRD007,4285,2017-12-31,2018-12-31
2032,1108,PRD004,1714,2019-01-01,
2033,1108,PRD004,4860,2017-12-31,2018-12-31
2034,1109,PRD007,2594,2011-01-01,
2035,1109,PRD007,4578,2008-12-31,2010-12-31
2036,1110,PRD004,2474,2022-01-01,
2037,1110,PRD004,1134,2020-12-31,2021-12-31
2038,1111,PRD007,1940,2020-01-01,
2039,1111,PRD007,978,2019-01-01,2019-12-31
2040,1112,PRD018,2298,2024-01-01,
2041,1113,PRD007,1282,2022-01-01,
2042,1113,PRD007,4689,2004-12-31,2021-12-31
2043,1114,PRD007,4,2024-01-01,
2044,1114,PRD007,2939,2019-01-01,2023-12-31
2045,1115,PRD002,3371,2023-01-01,
2046,1116,PRD010,2212,2019-01-01,
2047,1116,PRD010,4639,2017-12-31,2018-12-31
2048,1117,PRD007,997,2019-01-01,
2049,1117,PRD007,5107,2017-12-31,2018-12-31
2050,1118,PRD004,1653,2024-01-01,
2051,1118,PRD004,562,2023-01-01,2023-12-31
2052,1119,PRD008,119,2024-01-01,
2053,1119,PRD008,2928,2023-01-01,2023-12-31
2054,1120,PRD020,5194,2022-01-01,
2055,1121,PRD015,5108,2020-01-01,
2056,1121,PRD015,1297,2016-01-01,2019-12-31
2057,1122,PRD007,3777,2020-12-31,
2058,1122,PRD007,1882,2020-01-01,2020-12-30
2059,1123,PRD007,852,2016-01-01,
2060,1123,PRD007,796,2014-01-01,2015-12-31
2061,1124,PRD003,3201,2023-01-01,
2062,1125,PRD007,3144,2016-12-31,
2063,1125,PRD007,4528,2016-01-01,2016-12-30
2064,1126,PRD014,952,2014-01-01,
2065,1126,PRD014,2872,2012-12-31,2013-12-31
2066,1127,PRD004,4649,2019-01-01,
2067,1127,PRD004,2941,2016-01-01,2018-12-31
2068,1128,PRD002,620,2011-01-01,
2069,1128,PRD002,1615,2006-01-01,2010-12-31
2070,1129,PRD025,1854,2007-01-01,
2071,1129,PRD025,276,2004-12-31,2006-12-31
2072,1130,PRD011,3978,2017-12-31,
2073,1130,PRD011,3794,1992-01-01,2017-12-30
2074,1131,PRD002,5264,2020-12-31,
2075,1131,PRD002,1387,2019-01-01,2020-12-30
2076,1132,PRD004,5727,2020-01-01,
2077,1132,PRD004,3563,2019-01-01,2019-12-31
2078,1133,PRD004,5579,2016-12-31,
2079,1133,PRD004,4497,2016-01-01,2016-12-30
2080,1134,PRD002,5524,2024-01-01,
2081,1134,PRD002,4662,2023-01-01,2023-12-31
2082,1135,PRD012,489,2024-01-01,
2083,1136,PRD002,4937,2023-01-01,
2084,1137,PRD017,2409,2015-01-01,
2085,1137,PRD017,2479,2012-12-31,2014-12-31
2086,1138,PRD007,3948,2020-12-31,
2087,1138,PRD007,2696,2019-01-01,2020-12-30
2088,1139,PRD007,1952,2016-12-31,
2089,1140,PRD015,5322,2024-01-01,
2090,1140,PRD015,4720,2023-01-01,2023-12-31
2091,1141,PRD007,4201,2017-12-31,
2092,1141,PRD007,401,2015-01-01,2017-12-30
2093,1142,PRD010,2670,2022-01-01,
2094,1142,PRD010,1191,2016-01-01,2021-12-31
2095,1143,PRD002,4587,2024-01-01,
2096,1143,PRD002,2888,2023-01-01,2023-12-31
2097,1144,PRD002,3909,2020-12-31,
2098,1144,PRD002,3772,2020-01-01,2020-12-30
2099,1145,PRD006,3125,2024-01-01,
2100,1145,PRD006,2933,2023-01-01,2023-12-31
2101,1146,PRD015,2776,2016-01-01,
2102,1146,PRD015,1425,2009-12-31,2015-12-31
2103,1147,PRD002,2501,2020-12-31,
2104,1147,PRD002,667,2016-01-01,2020-12-30
2105,1148,PRD010,808,2016-12-31,
2106,1148,PRD010,5648,2015-01-01,2016-12-30
2107,1149,PRD023,4908,2016-12-31,
2108,1149,PRD023,1427,2014-01-01,2016-12-30
2109,1150,PRD015,5193,2022-01-01,
2110,1150,PRD015,3110,2020-12-31,2021-12-31
2111,1151,PRD006,5593,2023-01-01,
2112,1151,PRD006,4259,2016-12-31,2022-12-31
2113,1152,PRD001,4291,2017-12-31,
2114,1152,PRD001,3358,1990-01-01,2017-12-30
2115,1153,PRD014,4599,2022-01-01,
2116,1154,PRD023,1766,2016-12-31,
2117,1155,PRD007,5737,2016-12-31,
2118,1155,PRD007,570,2016-01-01,2016-12-30
2119,1156,PRD002,2408,2022-01-01,
2120,1156,PRD002,3487,2019-01-01,2021-12-31
2121,1157,PRD007,3721,2022-01-01,
2122,1157,PRD007,5654,2020-12-31,2021-12-31
2123,1158,PRD015,3546,2022-01-01,
2124,1159,PRD007,1247,2012-01-01,
2125,1159,PRD007,151,2011-01-01,2011-12-31
2126,1160,PRD015,3971,2016-12-31,
2127,1160,PRD015,609,2016-01-01,2016-12-30
2128,1161,PRD002,144,2020-12-31,
2129,1161,PRD002,1264,2019-01-01,2020-12-30
2130,1162,PRD007,3010,2016-12-31,
2131,1163,PRD007,5241,2022-01-01,
2132,1164,PRD008,3879,2016-12-31,
2133,1165,PRD023,3410,2024-01-01,
2134,1165,PRD023,4084,2023-01-01,2023-12-31
2135,1166,PRD004,3417,2024-01-01,
2136,1166,PRD004,1657,2023-01-01,2023-12-31
2137,1167,PRD009,4764,2017-12-31,
2138,1167,PRD009,2787,2014-01-01,2017-12-30
2139,1168,PRD001,2421,2022-01-01,
2140,1168,PRD001,4317,2020-12-31,2021-12-31
2141,1169,PRD018,2271,2024-01-01,
2142,1169,PRD018,5337,2023-01-01,2023-12-31
2143,1170,PRD012,3486,2022-01-01,
2144,1170,PRD012,2437,2020-12-31,2021-12-31
2145,1171,PRD007,2019,2020-01-01,
2146,1171,PRD007,915,2017-12-31,2019-12-31
2147,1172,PRD019,3170,2006-01-01,
2148,1172,PRD019,5624,2004-01-01,2005-12-31
2149,1173,PRD018,1090,2016-01-01,
2150,1173,PRD018,5512,2003-01-01,2015-12-31
2151,1174,PRD010,4931,2020-01-01,
2152,1174,PRD010,2411,2017-12-31,2019-12-31
2153,1175,PRD006,2184,2015-01-01,
2154,1175,PRD006,5406,2014-01-01,2014-12-31
2155,1176,PRD016,3902,2016-12-31,
2156,1176,PRD016,4338,2014-01-01,2016-12-30
2157,1177,PRD018,1158,2020-01-01,
2158,1177,PRD018,3398,2019-01-01,2019-12-31
2159,1178,PRD004,1286,2020-12-31,
2160,1178,PRD004,2626,2019-01-01,2020-12-30
2161,1179,PRD003,593,2022-01-01,
2162,1179,PRD003,3755,2017-12-31,2021-12-31
2163,1180,PRD004,3844,2022-01-01,
2164,1181,PRD003,3130,2022-01-01,
2165,1182,PRD022,4208,2017-12-31,
2166,1182,PRD022,3188,2003-01-01,2017-12-30
2167,1183,PRD004,3777,2020-12-31,
2168,1183,PRD004,2747,2020-01-01,2020-12-30
2169,1184,PRD005,943,2022-01-01,
2170,1184,PRD005,4262,2019-01-01,2021-12-31
2171,1185,PRD015,5048,2020-12-31,
2172,1185,PRD015,1089,2019-01-01,2020-12-30
2173,1186,PRD020,1810,2009-12-31,
2174,1186,PRD020,3107,2007-01-01,2009-12-30
2175,1187,PRD004,1492,2024-01-01,
2176,1187,PRD004,4741,2023-01-01,2023-12-31
2177,1188,PRD020,4796,2016-12-31,
2178,1188,PRD020,1259,2016-01-01,2016-12-30
2179,1189,PRD009,1084,2014-01-01,
2180,1189,PRD009,4849,2012-12-31,2013-12-31
2181,1190,PRD020,354,2016-12-31,
2182,1191,PRD010,248,2022-01-01,
2183,1191,PRD010,4047,2019-01-01,2021-12-31
2184,1192,PRD007,1910,2020-12-31,
2185,1192,PRD007,259,2019-01-01,2020-12-30
2186,1193,PRD007,5680,2022-01-01,
2187,1193,PRD007,1661,2020-12-31,2021-12-31
2188,1194,PRD006,1546,2012-12-31,
2189,1194,PRD006,4021,2011-01-01,2012-12-30
2190,1195,PRD015,3925,2024-01-01,
2191,1195,PRD015,4650,2023-01-01,2023-12-31
2192,1196,PRD010,2762,2024-01-01,
2193,1196,PRD010,2070,2016-12-31,2023-12-31
2194,1197,PRD006,618,2022-01-01,
2195,1197,PRD006,4973,2020-12-31,2021-12-31
2196,1198,PRD002,1385,2016-01-01,
2197,1198,PRD002,5153,2012-12-31,2015-12-31
2198,1199,PRD008,2965,2009-12-31,
2199,1199,PRD008,3384,2008-01-01,2009-12-30
2200,1200,PRD020,2377,2009-12-31,
2201,1200,PRD020,2725,2007-01-01,2009-12-30
2202,1201,PRD011,2977,2016-12-31,
2203,1201,PRD011,982,2004-01-01,2016-12-30
2204,1202,PRD007,2076,2016-12-31,
2205,1202,PRD007,3526,2014-01-01,2016-12-30
2206,1203,PRD004,3588,2022-01-01,
2207,1203,PRD004,5143,2020-12-31,2021-12-31
2208,1204,PRD014,4113,2014-01-01,
2209,1204,PRD014,2724,2012-12-31,2013-12-31
2210,1205,PRD006,3969,2016-01-01,
2211,1205,PRD006,3059,2012-01-01,2015-12-31
2212,1206,PRD002,5181,2020-12-31,
2213,1206,PRD002,356,2020-01-01,2020-12-30
2214,1207,PRD003,2552,2023-01-01,
2215,1207,PRD003,4528,2016-12-31,2022-12-31
2216,1208,PRD023,3310,2016-12-31,
2217,1208,PRD023,52,2014-01-01,2016-12-30
2218,1209,PRD002,4707,2022-01-01,
2219,1210,PRD003,5656,2023-01-01,
2220,1210,PRD003,891,2016-12-31,2022-12-31
2221,1211,PRD006,3610,2020-12-31,
2222,1211,PRD006,2468,2019-01-01,2020-12-30
2223,1212,PRD007,120,2016-12-31,
2224,1212,PRD007,5192,2016-01-01,2016-12-30
2225,1213,PRD018,353,2007-01-01,
2226,1213,PRD018,4943,2001-12-31,2006-12-31
2227,1214,PRD002,1789,2022-01-01,
2228,1214,PRD002,376,2020-12-31,2021-12-31
2229,1215,PRD004,1423,2022-01-01,
2230,1215,PRD004,944,2019-01-01,2021-12-31
2231,1216,PRD023,2826,2017-12-31,
2232,1216,PRD023,886,2016-01-01,2017-12-30
2233,1217,PRD003,2942,2012-12-31,
2234,1217,PRD003,5112,2011-01-01,2012-12-30
2235,1218,PRD004,3556,2022-01-01,
2236,1218,PRD004,2784,2020-12-31,2021-12-31
2237,1219,PRD014,4523,2022-01-01,
2238,1219,PRD014,1564,2019-01-01,2021-12-31
2239,1220,PRD008,2977,2020-01-01,
2240,1220,PRD008,1915,2019-01-01,2019-12-31
2241,1221,PRD007,5263,2016-12-31,
2242,1221,PRD007,253,2008-12-31,2016-12-30
2243,1222,PRD004,675,2020-12-31,
2244,1222,PRD004,251,2020-01-01,2020-12-30
2245,1223,PRD023,4622,2024-01-01,
2246,1223,PRD023,5142,2023-01-01,2023-12-31
2247,1224,PRD003,69,2024-01-01,
2248,1224,PRD003,3527,2023-01-01,2023-12-31
2249,1225,PRD007,2945,2016-12-31,
2250,1226,PRD003,2617,2019-01-01,
2251,1226,PRD003,1761,2017-12-31,2018-12-31
2252,1227,PRD007,1624,2016-12-31,
2253,1227,PRD007,471,2016-01-01,2016-12-30
2254,1228,PRD015,643,2024-01-01,
2255,1228,PRD015,995,2023-01-01,2023-12-31
2256,1229,PRD001,5223,2012-01-01,
2257,1229,PRD001,2064,1999-01-01,2011-12-31
2258,1230,PRD010,3340,2012-01-01,
2259,1230,PRD010,1065,2011-01-01,2011-12-31
2260,1231,PRD004,2873,2016-12-31,
2261,1231,PRD004,234,2016-01-01,2016-12-30
2262,1232,PRD002,4184,2022-01-01,
2263,1233,PRD001,5420,2016-12-31,
2264,1234,PRD004,2511,2022-01-01,
2265,1235,PRD023,1373,2012-01-01,
2266,1235,PRD023,1613,2011-01-01,2011-12-31
2267,1236,PRD004,2242,2024-01-01,
2268,1236,PRD004,4095,2023-01-01,2023-12-31
2269,1237,PRD007,714,2015-01-01,
2270,1237,PRD007,5234,2012-12-31,2014-12-31
2271,1238,PRD017,4167,2015-01-01,
2272,1238,PRD017,3042,2014-01-01,2014-12-31
2273,1239,PRD001,3817,2020-12-31,
2274,1239,PRD001,2464,2019-01-01,2020-12-30
2275,1240,PRD002,280,2022-01-01,
2276,1240,PRD002,4009,2020-12-31,2021-12-31
2277,1241,PRD008,3022,2015-01-01,
2278,1241,PRD008,1553,2012-12-31,2014-12-31
2279,1242,PRD007,1667,2022-01-01,
2280,1242,PRD007,1201,2017-12-31,2021-12-31
2281,1243,PRD002,5374,2022-01-01,
2282,1243,PRD002,2362,2020-12-31,2021-12-31
2283,1244,PRD002,787,2023-01-01,
2284,1245,PRD025,227,2016-12-31,
2285,1246,PRD002,5071,2022-01-01,
2286,1247,PRD018,2939,2007-01-01,
2287,1247,PRD018,9,2001-12-31,2006-12-31
2288,1248,PRD002,3131,2022-01-01,
2289,1248,PRD002,382,2020-12-31,2021-12-31
2290,1249,PRD005,81,2012-01-01,
2291,1249,PRD005,4628,2008-12-31,2011-12-31
2292,1250,PRD020,1525,2016-12-31,
2293,1250,PRD020,3803,1991-01-01,2016-12-30
2294,1251,PRD012,1967,2022-01-01,
2295,1252,PRD002,4739,2020-12-31,
2296,1252,PRD002,1383,2020-01-01,2020-12-30
2297,1253,PRD002,38,2024-01-01,
2298,1253,PRD002,5645,2023-01-01,2023-12-31
2299,1254,PRD008,3434,2022-01-01,
2300,1254,PRD008,5136,2020-01-01,2021-12-31
2301,1255,PRD002,150,2024-01-01,
2302,1255,PRD002,5440,2023-01-01,2023-12-31
2303,1256,PRD016,4700,2016-12-31,
2304,1256,PRD016,5361,2006-01-01,2016-12-30
2305,1257,PRD004,3847,2022-01-01,
2306,1257,PRD004,3058,2020-01-01,2021-12-31
2307,1258,PRD023,5348,2012-12-31,
2308,1258,PRD023,3643,2008-12-31,2012-12-30
2309,1259,PRD007,4309,2016-12-31,
2310,1259,PRD007,5519,2016-01-01,2016-12-30
2311,1260,PRD010,5287,2022-01-01,
2312,1260,PRD010,3686,2014-01-01,2021-12-31
2313,1261,PRD004,3870,2022-01-01,
2314,1261,PRD004,2295,2020-12-31,2021-12-31
2315,1262,PRD010,3410,2022-01-01,
2316,1262,PRD010,1530,2020-12-31,2021-12-31
2317,1263,PRD008,772,2020-12-31,
2318,1263,PRD008,2894,2016-01-01,2020-12-30
2319,1264,PRD004,2542,2020-12-31,
2320,1264,PRD004,1301,2020-01-01,2020-12-30
2321,1265,PRD004,2391,2020-12-31,
2322,1265,PRD004,1365,2019-01-01,2020-12-30
2323,1266,PRD007,3315,2016-01-01,
2324,1266,PRD007,2560,2012-12-31,2015-12-31
2325,1267,PRD004,5328,2022-01-01,
2326,1267,PRD004,5428,2020-12-31,2021-12-31
