snapshot_id,borrower_id,snapshot_date,monthly_income_usd,daily_income_usd,hourly_income_usd,monthly_gross_usd,income_growth_pct,collateral_score,secondary_income_flag
3408,1346,2022-08-09,9074.74,1327.56,51.63,17654.0,11.63,0,No
3409,1346,2021-08-09,8129.3,1270.35,57.82,17654.0,17.85,0,No
3410,1347,2023-07-15,11865.6,937.0,35.2,6770.0,21.0,0,No
3411,1347,2022-07-15,9806.28,906.61,38.55,6770.0,15.0,0,No
3412,1347,2021-07-15,8527.2,1061.72,35.9,6770.0,17.83,0,No
3413,1348,2023-07-23,8740.0,770.0,73.0,5569.0,14.0,2,Yes
3414,1348,2022-07-23,7666.67,867.98,77.64,5569.0,18.67,2,Yes
3415,1348,2021-07-23,6460.49,783.18,66.69,5569.0,9.46,1,Yes
3416,1349,2023-11-21,3018.0,1271.0,38.5,9068.0,14.0,0,Yes
3417,1349,2022-11-21,2647.37,1086.03,35.38,9068.0,18.16,0,Yes
3418,1350,2023-12-02,5915.0,655.0,48.0,9528.0,22.0,1,No
3419,1350,2022-12-02,4848.36,692.66,46.36,9528.0,10.16,1,No
3420,1350,2021-12-02,4401.2,642.03,42.45,9528.0,17.1,0,No
3421,1351,2023-07-25,2884.8,660.0,83.6,16192.0,13.0,1,No
3422,1352,2023-07-13,3022.8,938.0,86.9,12287.0,21.0,0,No
3423,1352,2022-07-13,2498.18,987.73,92.5,12287.0,19.2,0,No
3424,1352,2021-07-13,2095.79,831.55,88.14,12287.0,16.18,0,No
3425,1353,2023-10-15,1341.6,599.0,80.3,8040.0,14.0,0,Yes
3426,1354,2023-08-29,4830.0,1109.0,75.9,11135.0,12.0,0,No
3427,1354,2022-08-29,4312.5,973.57,65.92,11135.0,13.84,0,No
3428,1354,2021-08-29,3788.21,1183.69,84.96,11135.0,10.89,0,No
3429,1355,2023-09-12,3547.2,359.0,97.9,21495.0,17.0,0,No
3430,1356,2023-10-01,11957.0,1162.0,98.0,17231.0,18.0,2,No
3431,1356,2022-10-01,10133.05,1017.35,98.3,17231.0,16.41,2,No
3432,1356,2021-10-01,8704.62,1004.21,97.49,17231.0,12.21,1,No
3433,1357,2023-07-15,9172.8,557.0,103.4,12695.0,19.0,2,No
3434,1357,2022-07-15,7708.24,506.03,97.49,12695.0,16.42,2,No
3435,1357,2021-07-15,6621.06,618.22,106.15,12695.0,16.32,1,No
3436,1358,2023-11-07,3232.8,1092.0,66.0,26551.0,11.0,3,No
3437,1359,2023-11-24,12061.0,849.0,81.0,26707.0,17.0,1,No
3438,1359,2022-11-24,10308.55,908.43,93.02,26707.0,10.04,1,No
3439,1359,2021-11-24,9368.0,838.06,87.11,26707.0,17.16,0,No
3440,1360,2023-12-02,16471.2,715.0,75.9,21829.0,13.0,0,Yes
3441,1360,2022-12-02,14576.28,782.69,86.0,21829.0,13.7,0,Yes
3442,1360,2021-12-02,12819.95,812.06,77.91,21829.0,12.38,0,Yes
3443,1361,2023-11-13,6077.0,888.0,71.0,14814.0,11.0,0,No
3444,1361,2022-11-13,5474.77,995.34,61.33,14814.0,13.31,0,No
3445,1361,2021-11-13,4831.68,870.11,79.45,14814.0,11.9,0,No
3446,1362,2023-09-25,5214.0,979.0,99.0,4381.0,12.0,1,No
3447,1362,2022-09-25,4655.36,835.98,103.37,4381.0,10.92,1,No
3448,1362,2021-09-25,4197.04,1101.22,93.03,4381.0,8.87,0,No
3449,1363,2023-11-09,8913.6,1189.0,95.7,14506.0,12.0,0,No
3450,1363,2022-11-09,7958.57,1328.76,108.41,14506.0,17.04,0,No
3451,1363,2021-11-09,6799.87,1362.63,81.39,14506.0,12.47,0,No
3452,1364,2023-09-11,5686.8,957.0,79.2,16090.0,12.0,0,No
3453,1364,2022-09-11,5077.5,989.76,89.24,16090.0,11.01,0,No
3454,1365,2023-09-25,2645.0,1273.0,72.0,21923.0,12.0,2,No
3455,1365,2022-09-25,2361.61,1261.33,72.49,21923.0,17.72,2,No
3456,1365,2021-09-25,2006.12,1087.8,77.9,21923.0,15.6,1,No
3457,1366,2023-08-14,3162.0,1269.0,46.0,10778.0,17.0,0,No
3458,1366,2022-08-14,2702.56,1155.67,46.74,10778.0,14.2,0,No
3459,1366,2021-08-14,2366.52,1222.52,49.11,10778.0,13.65,0,No
3460,1367,2023-08-21,6355.2,933.0,62.7,20156.0,17.0,1,No
3461,1367,2022-08-21,5431.79,962.93,68.06,20156.0,11.59,1,No
3462,1367,2021-08-21,4867.64,940.82,63.45,20156.0,13.58,0,No
3463,1368,2023-07-22,8252.4,946.0,57.2,20234.0,24.0,0,Yes
3464,1369,2023-07-11,3919.0,1125.0,72.0,4681.0,22.0,0,Yes
3465,1369,2022-07-11,3212.3,1134.83,75.93,4681.0,11.18,0,Yes
3466,1369,2021-07-11,2889.27,1172.53,78.08,4681.0,8.73,0,Yes
3467,1370,2023-11-25,3111.6,269.0,61.6,8007.0,11.0,1,Yes
3468,1370,2022-11-25,2803.24,276.37,55.7,8007.0,13.71,1,Yes
3469,1370,2021-11-25,2465.26,265.25,53.79,8007.0,12.54,0,Yes
3470,1371,2023-08-28,3376.8,457.0,93.5,10293.0,14.0,0,Yes
3471,1371,2022-08-28,2962.11,469.98,83.02,10293.0,10.23,0,Yes
3472,1371,2021-08-28,2687.2,517.77,83.2,10293.0,16.81,0,Yes
3473,1372,2023-09-02,5409.6,827.0,59.4,3129.0,22.0,0,No
3474,1372,2022-09-02,4434.1,941.97,59.79,3129.0,14.55,0,No
3475,1372,2021-09-02,3870.88,841.65,66.04,3129.0,11.8,0,No
3476,1373,2023-09-16,4220.4,486.0,94.6,22490.0,17.0,0,No
3477,1373,2022-09-16,3607.18,493.77,80.58,22490.0,19.78,0,No
3478,1374,2023-07-09,18041.0,1398.0,79.0,13022.0,14.0,0,No
3479,1374,2022-07-09,15825.44,1246.68,68.88,13022.0,13.69,0,No
3480,1374,2021-07-09,13919.82,1381.64,75.1,13022.0,11.14,0,No
3481,1375,2023-11-02,2379.0,1297.0,53.0,19826.0,14.0,0,Yes
3482,1375,2022-11-02,2086.84,1280.24,56.28,19826.0,14.61,0,Yes
3483,1375,2021-11-02,1820.82,1363.52,47.24,19826.0,10.97,0,Yes
3484,1376,2023-10-16,3639.6,805.0,95.7,12828.0,12.0,0,No
3485,1376,2022-10-16,3249.64,707.57,100.67,12828.0,17.84,0,No
3486,1377,2023-07-14,5070.0,983.0,65.0,7389.0,13.0,3,No
3487,1377,2022-07-14,4486.73,862.65,69.15,7389.0,11.45,3,No
3488,1377,2021-07-14,4025.77,954.34,57.94,7389.0,10.66,2,No
3489,1378,2023-10-22,7800.0,1111.0,102.3,13305.0,17.0,1,No
3490,1378,2022-10-22,6666.67,1258.66,97.21,13305.0,11.41,1,No
3491,1379,2023-07-05,6856.8,1400.0,77.0,5829.0,20.0,0,No
3492,1379,2022-07-05,5714.0,1212.43,81.78,5829.0,10.74,0,No
3493,1379,2021-07-05,5159.83,1608.2,85.87,5829.0,15.21,0,No
3494,1380,2023-08-31,4591.0,571.0,78.0,24200.0,17.0,1,Yes
3495,1380,2022-08-31,3923.93,507.94,85.57,24200.0,12.66,1,Yes
3496,1380,2021-08-31,3482.99,544.72,73.17,24200.0,12.86,0,Yes
3497,1381,2023-11-21,13269.0,813.0,50.0,21981.0,15.0,3,No
3498,1381,2022-11-21,11538.26,881.17,44.4,21981.0,13.19,3,No
3499,1381,2021-11-21,10193.71,897.13,44.62,21981.0,16.45,2,No
3500,1382,2023-08-31,1261.0,202.0,34.0,22262.0,12.0,0,No
3501,1383,2023-07-28,4465.0,976.0,100.0,12069.0,18.0,0,No
3502,1383,2022-07-28,3783.9,1037.58,85.54,12069.0,18.31,0,No
3503,1384,2023-11-20,2409.6,1313.0,64.9,20439.0,12.0,3,No
3504,1385,2023-11-16,2323.0,1256.0,80.0,11992.0,24.0,2,No
3505,1385,2022-11-16,1873.39,1150.33,84.9,11992.0,16.32,2,No
3506,1386,2023-09-06,3523.2,355.0,41.8,6161.0,22.0,2,No
3507,1386,2022-09-06,2887.87,402.99,41.29,6161.0,14.1,2,No
3508,1386,2021-09-06,2531.0,324.25,37.24,6161.0,16.48,1,No
3509,1387,2023-08-04,2342.0,1038.0,88.0,21437.0,19.0,0,No
3510,1387,2022-08-04,1968.07,1038.96,99.08,21437.0,19.92,0,No
3511,1388,2023-09-10,1878.0,1306.0,69.0,8059.0,14.0,0,Yes
3512,1389,2023-09-22,5540.4,771.0,49.5,14120.0,12.0,0,No
3513,1389,2022-09-22,4946.79,675.93,49.8,14120.0,10.05,0,No
3514,1389,2021-09-22,4495.03,874.0,54.2,14120.0,9.83,0,No
3515,1390,2023-09-26,11646.0,658.0,73.7,20652.0,12.0,1,No
3516,1391,2023-08-09,6826.8,1199.0,88.0,24594.0,14.0,2,Yes
3517,1391,2022-08-09,5988.42,1068.16,85.88,24594.0,12.4,2,Yes
3518,1391,2021-08-09,5327.78,1159.25,99.46,24594.0,17.24,1,Yes
3519,1392,2023-08-29,10015.2,1003.0,56.1,20943.0,19.0,1,No
3520,1392,2022-08-29,8416.13,872.38,60.92,20943.0,10.06,1,No
3521,1392,2021-08-29,7646.86,1136.29,58.48,20943.0,15.53,0,No
3522,1393,2023-11-17,15427.0,1219.0,78.0,22021.0,16.0,0,No
3523,1393,2022-11-17,13299.14,1246.19,89.11,22021.0,10.91,0,No
3524,1393,2021-11-17,11990.93,1259.38,86.05,22021.0,16.86,0,No
3525,1394,2023-11-05,16328.0,136.0,32.0,22074.0,13.0,1,No
3526,1394,2022-11-05,14449.56,142.4,30.22,22074.0,19.81,1,No
3527,1394,2021-11-05,12060.39,133.04,34.38,22074.0,8.44,0,No
3528,1395,2023-09-01,3842.4,1448.0,68.2,21972.0,16.0,0,Yes
3529,1395,2022-09-01,3312.41,1585.68,74.21,21972.0,12.27,0,Yes
3530,1395,2021-09-01,2950.4,1253.93,69.62,21972.0,10.0,0,Yes
3531,1396,2023-11-24,23479.2,422.0,45.1,3854.0,11.0,0,No
3532,1396,2022-11-24,21152.43,461.2,46.37,3854.0,14.62,0,No
3533,1396,2021-11-24,18454.4,444.85,38.4,3854.0,12.84,0,No
3534,1397,2023-11-10,13104.0,1485.0,78.1,3449.0,21.0,1,No
3535,1397,2022-11-10,10829.75,1517.97,73.7,3449.0,18.77,1,No
3536,1397,2021-11-10,9118.26,1579.17,82.77,3449.0,10.27,0,No
3537,1398,2023-10-27,6582.0,828.0,77.0,8346.0,13.0,0,Yes
3538,1398,2022-10-27,5824.78,833.44,75.0,8346.0,17.97,0,Yes
3539,1398,2021-10-27,4937.51,841.74,70.38,8346.0,16.57,0,Yes
3540,1399,2023-09-05,2734.8,894.0,108.9,11781.0,16.0,0,No
3541,1399,2022-09-05,2357.59,828.85,123.82,11781.0,11.32,0,No
3542,1399,2021-09-05,2117.85,965.34,106.07,11781.0,15.33,0,No
3543,1400,2023-07-24,6552.0,525.0,72.6,6219.0,22.0,2,No
3544,1400,2022-07-24,5370.49,600.19,66.11,6219.0,19.26,2,No
3545,1400,2021-07-24,4503.18,495.21,73.44,6219.0,10.13,1,No
3546,1401,2023-11-14,2686.0,527.0,63.0,5207.0,13.0,0,Yes
3547,1401,2022-11-14,2376.99,500.49,56.46,5207.0,10.36,0,Yes
3548,1401,2021-11-14,2153.85,570.43,66.1,5207.0,12.03,0,Yes
3549,1402,2023-10-17,5162.4,970.0,33.0,13401.0,17.0,1,No
3550,1402,2022-10-17,4412.31,1084.19,30.16,13401.0,10.69,1,No
3551,1403,2023-09-01,13966.0,465.0,41.0,11652.0,19.0,1,Yes
3552,1403,2022-09-01,11736.13,468.35,45.69,11652.0,14.38,1,Yes
3553,1403,2021-09-01,10260.65,429.0,45.57,11652.0,9.51,0,Yes
3554,1404,2023-07-20,5204.0,1224.0,55.0,13586.0,11.0,0,Yes
3555,1404,2022-07-20,4688.29,1356.94,62.9,13586.0,10.6,0,Yes
3556,1404,2021-07-20,4238.96,1200.29,59.05,13586.0,12.48,0,Yes
3557,1405,2023-07-05,12602.4,966.0,58.3,9659.0,17.0,1,No
3558,1405,2022-07-05,10771.28,1107.92,66.98,9659.0,15.48,1,No
3559,1405,2021-07-05,9327.4,1079.31,65.84,9659.0,13.03,0,No
3560,1406,2023-07-15,8338.8,1069.0,46.2,12291.0,14.0,0,No
3561,1406,2022-07-15,7314.74,965.37,50.36,12291.0,13.04,0,No
3562,1406,2021-07-15,6470.93,1031.36,52.87,12291.0,17.08,0,No
3563,1407,2023-09-17,6674.4,422.0,36.3,21782.0,13.0,1,No
3564,1407,2022-09-17,5906.55,376.16,31.37,21782.0,14.06,1,No
3565,1407,2021-09-17,5178.46,400.98,35.71,21782.0,12.44,0,No
3566,1408,2023-09-23,4574.4,574.0,44.0,7003.0,13.0,0,No
3567,1408,2022-09-23,4048.14,555.66,43.33,7003.0,17.05,0,No
3568,1408,2021-09-23,3458.47,545.68,38.46,7003.0,17.61,0,No
3569,1409,2023-10-23,5262.0,336.0,57.2,24162.0,15.0,1,No
3570,1409,2022-10-23,4575.65,304.02,62.77,24162.0,12.06,1,No
3571,1409,2021-10-23,4083.22,345.48,57.9,24162.0,11.33,0,No
3572,1410,2023-09-10,7665.6,516.0,75.9,22049.0,17.0,0,Yes
3573,1411,2023-11-05,13014.0,566.0,82.5,24208.0,13.0,1,No
3574,1411,2022-11-05,11516.81,587.89,77.78,24208.0,10.43,1,No
3575,1411,2021-11-05,10429.06,485.78,94.63,24208.0,9.02,0,No
3576,1412,2023-10-04,2450.0,992.0,68.0,21731.0,19.0,0,No
3577,1412,2022-10-04,2058.82,868.0,59.84,21731.0,11.0,0,No
3578,1413,2023-07-26,4382.0,890.0,46.0,16374.0,17.0,0,No
3579,1413,2022-07-26,3745.3,781.8,52.71,16374.0,19.41,0,No
3580,1414,2023-11-28,4893.6,499.0,39.6,20497.0,13.0,3,Yes
3581,1414,2022-11-28,4330.62,544.72,42.03,20497.0,11.42,3,Yes
3582,1415,2023-08-11,3264.0,1427.0,38.5,11162.0,13.0,0,No
3583,1415,2022-08-11,2888.5,1236.06,40.84,11162.0,16.82,0,No
3584,1415,2021-08-11,2472.6,1284.95,33.0,11162.0,15.17,0,No
3585,1416,2023-08-30,2478.0,1220.0,85.0,20938.0,12.0,0,Yes
3586,1416,2022-08-30,2212.5,1152.34,95.71,20938.0,19.19,0,Yes
3587,1416,2021-08-30,1856.28,1135.11,96.23,20938.0,14.83,0,Yes
3588,1417,2023-12-02,13770.0,217.0,49.0,10225.0,12.0,2,Yes
3589,1417,2022-12-02,12294.64,227.86,44.33,10225.0,18.93,2,Yes
3590,1417,2021-12-02,10337.71,243.11,53.19,10225.0,17.0,1,Yes
3591,1418,2023-09-02,18172.0,1115.0,73.0,9755.0,19.0,0,Yes
3592,1418,2022-09-02,15270.59,967.66,65.51,9755.0,18.72,0,Yes
3593,1418,2021-09-02,12862.69,1087.46,79.84,9755.0,17.19,0,Yes
3594,1419,2023-11-12,6025.2,945.0,88.0,10425.0,22.0,1,Yes
3595,1419,2022-11-12,4938.69,898.86,97.58,10425.0,13.2,1,Yes
3596,1419,2021-11-12,4362.8,1067.05,98.73,10425.0,11.47,0,Yes
3597,1420,2023-07-05,4766.0,167.0,46.0,9051.0,11.0,1,Yes
3598,1421,2023-09-27,1921.2,1243.0,69.3,3445.0,21.0,2,Yes
3599,1422,2023-08-12,3407.0,750.0,46.0,25348.0,17.0,2,No
3600,1422,2022-08-12,2911.97,776.47,39.54,25348.0,16.34,2,No
3601,1422,2021-08-12,2502.98,701.07,52.29,25348.0,12.92,1,No
3602,1423,2023-08-11,1223.0,373.0,47.0,16901.0,22.0,1,No
3603,1424,2023-10-15,2296.0,350.0,57.0,10036.0,14.0,3,No
3604,1425,2023-10-30,11320.8,482.0,39.6,9606.0,15.0,1,No
3605,1425,2022-10-30,9844.17,489.34,44.72,9606.0,14.64,1,No
3606,1425,2021-10-30,8587.03,512.12,40.67,9606.0,11.66,0,No
3607,1426,2023-11-25,13245.0,193.0,52.0,15067.0,14.0,0,Yes
3608,1427,2023-10-04,4316.4,477.0,53.9,6409.0,22.0,0,No
3609,1427,2022-10-04,3538.03,524.11,46.59,6409.0,16.66,0,No
3610,1427,2021-10-04,3032.77,546.06,50.47,6409.0,14.78,0,No
3611,1428,2023-10-08,17584.0,1070.0,45.0,21016.0,16.0,3,Yes
3612,1428,2022-10-08,15158.62,1157.59,38.41,21016.0,19.7,3,Yes
3613,1428,2021-10-08,12663.84,1131.0,46.07,21016.0,8.03,2,Yes
3614,1429,2023-09-04,2852.4,995.0,84.7,9834.0,18.0,1,No
3615,1429,2022-09-04,2417.29,855.13,77.45,9834.0,11.26,1,No
3616,1430,2023-11-21,10686.0,1082.0,41.0,8392.0,11.0,1,No
3617,1430,2022-11-21,9627.03,1146.51,44.2,8392.0,15.06,1,No
3618,1430,2021-11-21,8366.96,940.61,41.53,8392.0,14.27,0,No
3619,1431,2023-11-08,4284.0,783.0,78.0,13588.0,22.0,1,Yes
3620,1431,2022-11-08,3511.48,898.22,74.18,13588.0,19.55,1,Yes
3621,1431,2021-11-08,2937.24,810.1,87.17,13588.0,17.6,0,Yes
3622,1432,2023-09-02,3229.2,1397.0,46.2,7660.0,12.0,1,No
3623,1432,2022-09-02,2883.21,1501.79,51.87,7660.0,13.46,1,No
3624,1432,2021-09-02,2541.17,1474.96,43.99,7660.0,8.46,0,No
3625,1433,2023-08-25,8578.0,706.0,82.0,19989.0,14.0,1,No
3626,1433,2022-08-25,7524.56,612.67,93.41,19989.0,10.71,1,No
3627,1433,2021-08-25,6796.64,720.7,83.91,19989.0,14.44,0,No
3628,1434,2023-08-23,4502.0,530.0,51.0,7439.0,15.0,0,No
3629,1434,2022-08-23,3914.78,600.42,57.26,7439.0,15.71,0,No
3630,1434,2021-08-23,3383.27,537.55,44.48,7439.0,11.87,0,No
3631,1435,2023-08-12,2133.0,1394.0,58.0,18115.0,16.0,1,Yes
3632,1435,2022-08-12,1838.79,1203.34,61.4,18115.0,14.78,1,Yes
3633,1435,2021-08-12,1602.02,1285.95,57.63,18115.0,10.67,0,Yes
3634,1436,2023-10-31,16792.0,1195.0,65.0,20462.0,23.0,1,No
3635,1436,2022-10-31,13652.03,1358.63,68.16,20462.0,17.17,1,No
3636,1436,2021-10-31,11651.47,1220.19,60.89,20462.0,13.81,0,No
3637,1437,2023-08-29,11430.0,1278.0,34.1,7677.0,14.0,2,No
3638,1437,2022-08-29,10026.32,1094.16,33.0,7677.0,18.62,2,No
3639,1437,2021-08-29,8452.47,1262.08,36.75,7677.0,16.47,1,No
3640,1438,2023-09-08,13570.0,582.0,60.0,5640.0,23.0,1,No
3641,1438,2022-09-08,11032.52,532.76,62.39,5640.0,13.28,1,No
3642,1438,2021-09-08,9739.16,639.35,52.31,5640.0,10.13,0,No
3643,1439,2023-08-27,13237.0,302.0,75.0,20364.0,15.0,0,No
3644,1439,2022-08-27,11510.43,268.48,72.55,20364.0,13.13,0,No
3645,1439,2021-08-27,10174.52,282.6,74.09,20364.0,10.55,0,No
3646,1440,2023-07-06,8155.2,562.0,55.0,23452.0,14.0,1,Yes
3647,1440,2022-07-06,7153.68,509.19,62.38,23452.0,10.61,1,Yes
3648,1440,2021-07-06,6467.48,596.13,49.22,23452.0,15.89,0,Yes
3649,1441,2023-09-15,3517.0,486.0,86.0,22490.0,17.0,0,No
3650,1441,2022-09-15,3005.98,426.99,73.49,22490.0,13.31,0,No
3651,1442,2023-11-24,10239.0,111.0,70.0,18092.0,14.0,1,No
3652,1443,2023-07-09,4950.0,1356.0,57.0,20623.0,14.0,0,No
3653,1443,2022-07-09,4342.11,1516.7,55.66,20623.0,10.4,0,No
3654,1443,2021-07-09,3933.07,1427.91,54.54,20623.0,8.06,0,No
3655,1444,2023-07-17,4197.0,311.0,89.0,18624.0,11.0,1,No
3656,1444,2022-07-17,3781.08,302.98,82.41,18624.0,15.56,1,No
3657,1444,2021-07-17,3271.96,265.65,99.32,18624.0,9.17,0,No
3658,1445,2023-08-26,3385.2,1186.0,48.4,2997.0,16.0,1,No
3659,1445,2022-08-26,2918.28,1086.36,43.12,2997.0,13.93,1,No
3660,1446,2023-12-01,16591.2,890.0,89.1,19028.0,22.0,0,No
3661,1446,2022-12-01,13599.34,937.62,101.33,19028.0,12.82,0,No
3662,1446,2021-12-01,12054.02,1003.08,87.94,19028.0,15.54,0,No
3663,1447,2023-07-11,4017.6,1076.0,77.0,3164.0,11.0,0,Yes
3664,1447,2022-07-11,3619.46,1231.6,75.87,3164.0,15.56,0,Yes
3665,1447,2021-07-11,3132.1,1191.31,85.33,3164.0,8.88,0,Yes
3666,1448,2023-08-16,5079.6,1365.0,50.6,11512.0,17.0,0,No
3667,1448,2022-08-16,4341.54,1322.1,46.52,11512.0,13.12,0,No
3668,1449,2023-10-02,5126.0,852.0,55.0,15998.0,12.0,2,Yes
3669,1449,2022-10-02,4576.79,929.73,49.71,15998.0,14.19,2,Yes
3670,1449,2021-10-02,4008.04,726.37,58.2,15998.0,12.58,1,Yes
3671,1450,2023-09-03,9610.0,371.0,80.0,3840.0,13.0,1,No
3672,1450,2022-09-03,8504.42,324.0,79.09,3840.0,15.21,1,No
3673,1450,2021-09-03,7381.67,366.92,68.59,3840.0,13.96,0,No
3674,1451,2023-12-02,3812.0,574.0,40.0,7003.0,13.0,0,No
3675,1451,2022-12-02,3373.45,507.62,43.61,7003.0,19.07,0,No
3676,1451,2021-12-02,2833.17,632.87,36.71,7003.0,15.52,0,No
3677,1452,2023-12-01,2342.0,429.0,99.0,11092.0,12.0,3,Yes
3678,1452,2022-12-01,2091.07,420.18,112.59,11092.0,11.81,3,Yes
3679,1452,2021-12-01,1870.2,377.39,107.77,11092.0,15.26,2,Yes
3680,1453,2023-10-20,2776.8,300.0,67.1,9148.0,12.0,1,No
3681,1453,2022-10-20,2479.29,336.62,67.59,9148.0,10.68,1,No
3682,1454,2023-11-01,2654.0,192.0,69.0,9655.0,21.0,2,No
3683,1454,2022-11-01,2193.39,215.61,73.61,9655.0,15.22,2,No
3684,1455,2023-08-31,11275.2,644.0,106.7,12368.0,16.0,1,No
3685,1455,2022-08-31,9720.0,631.2,115.43,12368.0,15.66,1,No
3686,1455,2021-08-31,8403.94,644.61,97.46,12368.0,11.71,0,No
3687,1456,2023-07-15,7815.6,1194.0,57.2,9060.0,17.0,1,No
3688,1456,2022-07-15,6680.0,1276.5,63.73,9060.0,15.51,1,No
3689,1456,2021-07-15,5783.05,1218.71,56.58,9060.0,17.73,0,No
3690,1457,2023-10-21,3211.0,722.0,84.0,22102.0,14.0,1,No
3691,1457,2022-10-21,2816.67,634.1,85.41,22102.0,17.04,1,No
3692,1457,2021-10-21,2406.58,623.33,72.67,22102.0,17.92,0,No
3693,1458,2023-09-07,10855.0,630.0,67.0,8552.0,11.0,1,No
3694,1458,2022-09-07,9779.28,625.98,72.34,8552.0,19.17,1,No
3695,1458,2021-09-07,8206.16,667.68,74.2,8552.0,8.67,0,No
3696,1459,2023-08-28,2791.0,793.0,67.0,21981.0,12.0,1,No
3697,1459,2022-08-28,2491.96,710.82,75.21,21981.0,16.09,1,No
3698,1460,2023-08-02,2542.8,318.0,84.7,4759.0,11.0,0,Yes
3699,1460,2022-08-02,2290.81,346.97,79.01,4759.0,18.99,0,Yes
3700,1460,2021-08-02,1925.21,362.02,79.9,4759.0,8.53,0,Yes
3701,1461,2023-11-08,10673.0,638.0,40.0,3142.0,13.0,1,Yes
3702,1461,2022-11-08,9445.13,568.73,42.67,3142.0,19.95,1,Yes
3703,1461,2021-11-08,7874.22,633.55,34.01,3142.0,9.78,0,Yes
3704,1462,2023-10-09,3568.8,1082.0,47.3,25412.0,17.0,1,No
3705,1462,2022-10-09,3050.26,1093.9,49.08,25412.0,16.15,1,No
3706,1462,2021-10-09,2626.14,1191.94,43.45,25412.0,14.62,0,No
3707,1463,2023-10-24,6370.8,430.0,88.0,21146.0,15.0,2,No
3708,1463,2022-10-24,5539.83,376.94,82.16,21146.0,10.59,2,No
3709,1463,2021-10-24,5009.34,492.87,92.09,21146.0,15.31,1,No
3710,1464,2023-07-21,8998.0,967.0,43.0,15589.0,14.0,0,No
3711,1464,2022-07-21,7892.98,841.11,49.11,15589.0,17.48,0,No
3712,1464,2021-07-21,6718.58,1099.45,44.0,15589.0,15.11,0,No
3713,1465,2023-11-30,18722.0,692.0,61.0,13339.0,11.0,0,No
3714,1465,2022-11-30,16866.67,740.94,65.3,13339.0,16.73,0,No
3715,1465,2021-11-30,14449.3,614.69,63.45,13339.0,17.79,0,No
3716,1466,2023-09-23,4855.0,903.0,81.0,7653.0,11.0,2,No
3717,1466,2022-09-23,4373.87,956.06,74.17,7653.0,19.37,2,No
3718,1466,2021-09-23,3664.13,803.09,86.27,7653.0,12.98,1,No
3719,1467,2023-10-31,13582.0,1333.0,80.0,16292.0,13.0,1,No
3720,1467,2022-10-31,12019.47,1174.33,76.95,16292.0,16.95,1,No
3721,1467,2021-10-31,10277.44,1210.62,89.56,16292.0,15.59,0,No
3722,1468,2023-07-27,7666.8,141.0,48.4,18767.0,15.0,1,No
3723,1468,2022-07-27,6666.78,134.04,41.82,18767.0,10.94,1,No
3724,1468,2021-07-27,6009.36,130.57,44.0,18767.0,14.82,0,No
3725,1469,2023-11-18,5368.0,530.0,36.0,16130.0,25.0,1,Yes
3726,1469,2022-11-18,4294.4,576.59,33.09,16130.0,13.44,1,Yes
3727,1469,2021-11-18,3785.61,582.18,35.53,16130.0,11.56,0,Yes
3728,1470,2023-07-06,7736.4,446.0,71.5,15701.0,12.0,1,No
3729,1470,2022-07-06,6907.5,450.99,63.61,15701.0,10.96,1,No
3730,1470,2021-07-06,6225.22,388.6,61.27,15701.0,9.62,0,No
3731,1471,2023-11-10,4392.0,857.0,64.9,7909.0,13.0,0,No
3732,1471,2022-11-10,3886.73,955.59,68.52,7909.0,14.16,0,No
3733,1471,2021-11-10,3404.63,919.29,64.31,7909.0,11.78,0,No
3734,1472,2023-11-22,6993.6,950.0,52.8,8450.0,12.0,0,Yes
3735,1472,2022-11-22,6244.29,852.85,56.75,8450.0,18.61,0,Yes
3736,1472,2021-11-22,5264.55,958.8,46.77,8450.0,15.85,0,Yes
3737,1473,2023-09-26,5087.0,419.0,77.0,2900.0,12.0,2,Yes
3738,1474,2023-09-30,4732.8,371.0,49.5,4306.0,11.0,0,Yes
3739,1474,2022-09-30,4263.78,397.92,54.27,4306.0,18.42,0,Yes
3740,1475,2023-11-15,2648.4,895.0,55.0,22482.0,16.0,1,No
3741,1475,2022-11-15,2283.1,865.97,49.24,22482.0,16.2,1,No
3742,1475,2021-11-15,1964.81,782.54,61.08,22482.0,17.39,0,No
3743,1476,2023-08-17,5258.0,1144.0,30.0,16044.0,14.0,0,No
3744,1477,2023-07-31,8789.0,944.0,92.0,9096.0,14.0,0,No
3745,1477,2022-07-31,7709.65,818.22,89.4,9096.0,10.14,0,No
3746,1477,2021-07-31,6999.86,1052.97,104.94,9096.0,12.18,0,No
3747,1478,2023-08-24,2935.0,1123.0,96.0,7324.0,13.0,2,Yes
3748,1479,2023-08-07,22912.8,1282.0,63.8,10735.0,11.0,1,No
3749,1479,2022-08-07,20642.16,1427.0,55.01,10735.0,19.54,1,No
3750,1479,2021-08-07,17268.0,1179.65,61.77,10735.0,9.53,0,No
3751,1480,2023-07-09,19246.0,286.0,31.0,25761.0,12.0,0,Yes
3752,1480,2022-07-09,17183.93,276.88,29.71,25761.0,15.12,0,Yes
3753,1480,2021-07-09,14926.97,269.11,29.02,25761.0,15.63,0,Yes
3754,1481,2023-09-28,2166.0,1329.0,73.0,3339.0,14.0,0,Yes
3755,1481,2022-09-28,1900.0,1144.07,83.19,3339.0,13.01,0,Yes
